Timestamp,App Name,Window Title,Category
2025-11-05 22:31:12,Windsurf.exe,Polished - Windsurf - page.tsx,Uncategorized
2025-11-05 22:31:19,Windsurf.exe,Polished - Windsurf - page.tsx,Uncategorized
2025-11-05 22:31:29,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-05 22:31:34,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:31:39,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:31:44,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:31:49,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:31:54,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:31:59,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:04,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:10,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:15,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:20,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:25,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:30,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:35,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:41,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:46,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:51,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:32:56,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:01,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:06,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:11,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:16,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:21,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:26,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:31,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:36,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:41,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:46,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:33:52,brave.exe,Confirm Your Signup - balaramag46@gmail.com - Gmail - Brave,entertainment
2025-11-05 22:33:57,brave.exe,Inbox (261) - balaramg8971@gmail.com - Gmail - Brave,study
2025-11-05 22:34:02,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:07,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:12,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:17,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:22,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:27,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:32,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-05 22:34:37,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:34:42,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:34:47,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:34:52,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:34:57,Windsurf.exe,Polished - Windsurf - page.tsx,study
2025-11-05 22:35:02,Windsurf.exe,Polished - Windsurf - page.tsx,study
