Timestamp,App Name,Window Title,Category
2025-11-06 16:57:56,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-06 16:58:03,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-06 16:58:10,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-06 16:58:17,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-06 16:58:25,brave.exe,StudentHub - Your Student Platform - Brave,Uncategorized
2025-11-06 16:58:30,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:58:35,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:58:40,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:58:46,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:58:51,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:58:56,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:01,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:07,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:12,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:17,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:22,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:27,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:32,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:37,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:42,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:47,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:52,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 16:59:57,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 17:00:02,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 17:00:07,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 17:00:12,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 17:00:17,brave.exe,StudentHub - Your Student Platform - Brave,study
2025-11-06 17:00:22,Windsurf.exe,Polished - Windsurf - page.tsx,study
